,bike_type,frame_material,production_cost,assembly_time,top_speed,battery_type,motor_power,customer_score
1277,folding,carbon fiber,666.73,97.22,23.4,nimh,260,7.51
1278,standard,carbon fiber,497.15,80.92,25.62,nimh,329,6.2
1279,road,aluminum,279.24,34.64,24.01,li-ion,209,4.55
1280,mountain,aluminum,585.39,58.3,22.99,nimh,320,9.87
1281,folding,carbon fiber,232.12,61.99,18.81,nimh,338,4.99
1282,folding,steel,473.14,39.56,23.28,lead acid,333,7.71
1283,mountain,carbon fiber,258.53,53.04,16.92,nimh,335,4.34
1284,road,aluminum,486.94,39.37,22.41,li-ion,196,6.29
1285,road,aluminum,571.59,37.76,31.85,nimh,244,6.73
1286,road,aluminum,752.58,70.08,18.53,nimh,189,6.12
1287,mountain,aluminum,788.29,55.08,17.07,nimh,232,7.14
1288,mountain,carbon fiber,759.18,81.53,21.76,nimh,251,5.62
1289,folding,carbon fiber,386.69,58.16,22.51,lead acid,256,4.72
1290,folding,carbon fiber,741.17,80.04,27.09,li-ion,257,8.14
1291,standard,aluminum,326.96,51.47,24.85,lead acid,243,6.06
1292,folding,aluminum,738.47,70.39,14.42,nimh,271,8.35
1293,standard,carbon fiber,339.27,43.21,18.43,nimh,229,6.28
1294,standard,aluminum,709.35,32.99,23.71,lead acid,220,5.62
1295,folding,steel,525.36,61.95,24.66,li-ion,310,7.09
1296,folding,aluminum,788.59,92.09,21.77,lead acid,247,5.63
1297,standard,carbon fiber,766.68,53.54,25.71,lead acid,233,7.66
1298,standard,carbon fiber,747.17,45.7,19.15,li-ion,289,7.86
1299,road,steel,533.47,89.05,23.72,li-ion,147,6.83
1300,mountain,carbon fiber,553.58,60.05,23.71,nimh,247,8.44
1301,road,steel,757.38,46.74,26.14,li-ion,207,4.96
1302,standard,carbon fiber,605.5,51.53,28.38,other,204,8.51
1303,folding,carbon fiber,794.9,69.56,27.53,nimh,321,8.22
1304,folding,carbon fiber,467.43,45.94,23.18,lead acid,265,6.24
1305,mountain,carbon fiber,264.83,72.08,26.54,nimh,334,3.86
1306,folding,carbon fiber,228.81,60.34,28.87,lead acid,228,4.78
1307,folding,carbon fiber,768.18,67.9,14.19,nimh,301,6.72
1308,standard,aluminum,427.21,57.6,22.41,li-ion,228,8.49
1309,mountain,steel,560.78,45.67,25.92,lead acid,182,7.37
1310,folding,steel,524.46,63.52,27.94,nimh,272,6.03
1311,mountain,steel,563.78,51.31,31.94,lead acid,336,7.5
1312,standard,steel,222.81,81.41,30.09,lead acid,272,4.92
1313,road,steel,238.72,65.93,28.09,nimh,264,7.9
1314,road,carbon fiber,766.08,55.93,28.14,lead acid,227,8.19
1315,mountain,steel,599.5,61.51,23.96,nimh,291,7.25
1316,folding,carbon fiber,570.69,76.71,17.49,nimh,280,4.88
1317,mountain,aluminum,364.18,47.16,29.15,li-ion,204,5.7
1318,mountain,aluminum,507.35,64.41,22.85,nimh,353,6.38
1319,standard,carbon fiber,794.6,69.87,23.39,nimh,269,8.81
1320,mountain,aluminum,491.75,46.93,27.22,lead acid,172,6.48
1321,standard,aluminum,426.61,56.21,29.02,lead acid,271,4.9
1322,standard,steel,365.98,68.42,27.18,lead acid,267,4.74
1323,standard,steel,529.56,36.46,20.04,nimh,181,6.62
1324,road,aluminum,679.94,73.11,23.74,nimh,261,8.16
1325,road,steel,648.12,72.41,27.64,nimh,341,9.34
1326,standard,aluminum,513.06,38.85,17.69,li-ion,336,9.35
1327,standard,steel,751.68,66.63,21.03,other,222,8.15
1328,folding,carbon fiber,777.49,60.1,30.15,lead acid,298,5.52
1329,mountain,carbon fiber,797.6,76.15,30.99,lead acid,233,8.16
1330,folding,aluminum,505.55,50.8,18.87,nimh,296,4.81
1331,mountain,carbon fiber,751.38,71.93,33.53,li-ion,212,9.18
1332,mountain,steel,673.94,72.32,31.85,lead acid,264,8.89
1333,folding,carbon fiber,612.41,43.4,27.71,nimh,271,7.61
1334,standard,steel,480.04,41.92,26.67,lead acid,244,5.66
1335,folding,carbon fiber,328.46,82.5,24.99,lead acid,242,3.72
1336,road,steel,784.09,61.29,27.05,li-ion,242,9.97
1337,folding,steel,568.88,49.23,25.0,lead acid,230,6.77
1338,road,carbon fiber,778.39,62.19,24.37,nimh,235,4.45
1339,standard,aluminum,600.7,84.25,19.22,li-ion,237,8.55
1340,road,aluminum,799.7,43.54,24.82,li-ion,161,9.11
1341,folding,steel,769.08,102.83,27.72,li-ion,238,6.5
1342,road,aluminum,577.89,38.08,31.71,nimh,221,7.06
1343,standard,steel,723.46,55.6,36.71,lead acid,299,8.47
1344,road,aluminum,304.15,64.97,24.58,lead acid,191,6.8
1345,mountain,steel,377.99,55.81,25.39,nimh,218,4.94
1346,folding,steel,211.41,59.96,17.35,li-ion,273,3.95
1347,road,aluminum,566.18,62.53,25.0,nimh,217,5.89
1348,folding,carbon fiber,627.71,46.63,28.3,lead acid,221,8.41
1349,road,steel,257.03,56.66,16.64,li-ion,319,8.44
1350,folding,aluminum,401.1,47.18,20.93,li-ion,268,5.82
1351,standard,aluminum,360.88,53.86,23.62,nimh,219,5.71
1352,road,aluminum,409.8,57.83,31.83,lead acid,160,4.59
1353,road,carbon fiber,201.8,52.67,23.6,other,253,4.67
1354,folding,aluminum,478.24,63.25,19.43,lead acid,268,4.27
1355,standard,aluminum,599.2,65.35,21.58,nimh,283,8.23
1356,folding,steel,231.22,92.37,24.73,lead acid,235,3.83
1357,road,aluminum,436.82,61.1,22.59,lead acid,203,4.55
1358,road,carbon fiber,697.65,43.25,24.42,other,146,5.2
1359,road,aluminum,494.15,77.89,20.28,lead acid,177,7.75
1360,standard,aluminum,588.99,68.2,30.44,lead acid,281,6.83
1361,mountain,steel,340.17,39.99,24.11,lead acid,256,7.18
1362,mountain,carbon fiber,782.29,55.35,29.55,nimh,231,7.07
1363,mountain,aluminum,388.19,63.82,29.13,nimh,258,6.13
1364,mountain,steel,777.19,56.87,31.84,li-ion,244,7.79
1365,road,carbon fiber,741.47,87.01,21.16,lead acid,318,7.43
1366,folding,steel,204.2,50.19,18.19,li-ion,311,4.36
1367,road,aluminum,446.72,40.03,19.71,li-ion,258,5.01
1368,standard,steel,381.59,69.8,21.69,lead acid,256,5.81
1369,road,aluminum,556.28,55.24,23.84,lead acid,257,7.91
1370,mountain,aluminum,725.56,57.81,23.19,lead acid,209,8.91
1371,folding,steel,593.8,27.49,27.97,lead acid,191,5.71
1372,road,aluminum,283.74,56.95,29.89,nimh,369,4.58
1373,mountain,carbon fiber,380.39,60.29,26.24,li-ion,304,5.56
1374,mountain,steel,787.99,67.27,25.0,lead acid,291,7.9
1375,folding,carbon fiber,591.4,33.41,15.2,nimh,293,3.92
1376,standard,carbon fiber,328.76,78.71,22.28,lead acid,220,6.92
1377,mountain,steel,404.1,49.6,18.54,nimh,242,8.94
1378,folding,aluminum,217.41,48.98,20.56,li-ion,272,4.44
1379,mountain,carbon fiber,619.61,38.16,25.0,lead acid,274,7.31
1380,road,aluminum,530.17,45.92,17.27,nimh,233,5.45
1381,road,steel,420.01,66.86,14.49,lead acid,284,7.35
1382,mountain,aluminum,296.95,70.1,13.37,lead acid,356,6.42
1383,folding,carbon fiber,423.01,54.95,24.77,lead acid,173,6.38
1384,folding,steel,208.4,50.68,28.83,li-ion,234,5.06
1385,folding,steel,317.06,73.75,25.0,nimh,355,5.53
1386,folding,steel,711.76,76.99,21.24,nimh,205,8.39
1387,folding,carbon fiber,305.65,57.91,21.96,li-ion,208,5.97
1388,folding,steel,226.41,76.6,37.62,nimh,254,4.38
1389,folding,carbon fiber,240.22,67.09,26.88,lead acid,283,6.04
1390,mountain,carbon fiber,468.63,27.33,18.6,lead acid,377,6.61
1391,mountain,carbon fiber,775.39,77.2,25.12,li-ion,291,7.01
1392,mountain,steel,352.78,57.78,24.27,lead acid,229,5.76
1393,folding,steel,277.44,59.76,25.48,lead acid,228,6.29
1394,road,carbon fiber,666.43,61.56,28.99,li-ion,262,6.65
1395,standard,steel,666.13,45.6,22.15,other,316,8.27
1396,mountain,steel,766.98,53.28,25.42,lead acid,281,7.63
1397,standard,steel,653.83,75.3,28.05,li-ion,192,8.21
1398,mountain,carbon fiber,754.38,73.79,27.91,lead acid,288,10.56
1399,standard,carbon fiber,438.92,60.41,19.49,nimh,244,6.85
1400,standard,carbon fiber,578.19,64.61,17.62,nimh,149,7.19
1401,mountain,steel,385.49,57.75,22.02,li-ion,247,9.35
1402,road,steel,343.77,72.34,23.78,lead acid,259,7.58
1403,mountain,carbon fiber,394.5,58.36,29.57,li-ion,229,4.47
1404,standard,steel,591.1,78.41,20.86,li-ion,282,7.45
1405,standard,steel,546.67,68.3,30.39,nimh,297,7.1
1406,standard,aluminum,319.46,50.05,32.3,li-ion,328,4.58
1407,mountain,steel,600.1,79.2,25.0,nimh,273,10.54
1408,road,carbon fiber,657.43,69.83,23.08,lead acid,247,5.73
1409,folding,carbon fiber,668.53,94.4,30.87,li-ion,257,8.12
1410,road,aluminum,435.92,61.3,23.04,li-ion,215,3.52
1411,mountain,carbon fiber,386.39,48.03,30.58,li-ion,110,8.41
1412,mountain,steel,632.52,93.22,11.44,li-ion,269,7.48
1413,mountain,carbon fiber,483.94,59.16,28.92,lead acid,232,5.69
1414,mountain,carbon fiber,364.78,50.97,25.39,nimh,296,4.61
1415,folding,steel,426.91,20.0,30.77,nimh,229,4.96
1416,mountain,aluminum,280.44,65.9,25.0,li-ion,360,4.8
1417,standard,carbon fiber,228.51,58.79,26.51,nimh,215,4.47
1418,folding,aluminum,227.31,60.39,20.01,li-ion,329,5.12
1419,standard,carbon fiber,227.01,39.63,22.63,li-ion,296,4.88
1420,road,steel,351.88,74.0,23.03,nimh,268,5.62
1421,standard,steel,214.11,58.11,26.76,li-ion,274,5.56
1422,folding,carbon fiber,313.16,49.7,21.37,other,127,7.7
1423,road,steel,557.18,73.49,26.6,nimh,292,6.55
1424,mountain,carbon fiber,270.84,43.35,21.22,nimh,285,8.2
1425,road,aluminum,495.05,44.98,20.82,li-ion,185,7.47
1426,road,aluminum,294.55,53.68,20.93,nimh,182,6.44
1427,road,aluminum,245.92,33.35,26.58,nimh,236,5.65
1428,road,steel,565.88,71.57,31.44,lead acid,193,6.99
1429,road,steel,573.09,52.89,19.62,nimh,250,9.12
1430,mountain,carbon fiber,703.95,88.64,25.47,lead acid,235,5.61
1431,road,steel,441.62,61.76,25.27,nimh,205,5.67
1432,mountain,carbon fiber,267.53,49.0,16.43,nimh,309,5.27
1433,road,carbon fiber,306.25,58.47,27.08,li-ion,364,8.13
1434,mountain,steel,382.49,90.28,20.35,li-ion,230,6.11
1435,mountain,steel,348.27,22.42,19.53,other,247,6.11
1436,standard,steel,314.66,69.16,24.92,nimh,230,3.86
1437,folding,aluminum,484.24,63.59,28.33,lead acid,240,8.77
1438,road,steel,699.75,87.87,24.58,li-ion,273,7.95
1439,folding,carbon fiber,755.28,86.12,23.72,li-ion,216,3.11
1440,road,carbon fiber,476.74,66.34,34.52,nimh,277,5.95
1441,road,carbon fiber,316.16,54.65,23.87,nimh,260,4.97
1442,mountain,aluminum,712.06,66.12,28.12,nimh,309,7.75
1443,folding,steel,407.4,57.39,27.51,li-ion,125,7.63
1444,road,aluminum,254.63,81.39,28.5,li-ion,299,2.27
1445,folding,carbon fiber,398.7,51.79,24.95,nimh,322,6.37
1446,road,carbon fiber,555.98,50.52,31.16,lead acid,233,6.0
1447,standard,carbon fiber,318.86,27.28,23.75,li-ion,200,3.35
1448,road,steel,509.75,65.82,30.96,li-ion,324,7.94
1449,road,aluminum,402.0,46.65,25.65,nimh,182,3.88
1450,road,aluminum,779.89,42.18,33.05,lead acid,237,6.33
1451,mountain,steel,570.39,44.43,21.76,li-ion,330,8.61
1452,mountain,steel,667.93,57.87,15.08,li-ion,219,8.01
1453,standard,aluminum,487.54,59.89,25.59,li-ion,148,6.51
1454,mountain,steel,793.1,61.18,27.57,nimh,263,5.43
1455,folding,carbon fiber,639.42,83.46,31.28,lead acid,247,5.71
1456,standard,aluminum,646.62,69.9,24.47,lead acid,234,5.03
1457,folding,carbon fiber,719.86,57.23,16.94,nimh,306,10.1
1458,road,aluminum,792.5,71.8,22.96,other,203,8.0
1459,folding,carbon fiber,623.81,84.25,21.56,lead acid,258,5.91
1460,folding,carbon fiber,405.9,39.97,33.02,lead acid,303,7.78
1461,folding,aluminum,433.22,53.16,17.11,li-ion,270,5.97
1462,folding,carbon fiber,787.09,54.55,18.13,lead acid,150,7.59
1463,road,aluminum,784.39,90.72,23.47,nimh,204,8.68
1464,folding,aluminum,643.02,67.7,24.49,li-ion,318,8.18
1465,folding,aluminum,431.12,52.99,23.03,nimh,195,5.21
1466,road,steel,740.27,58.3,24.99,lead acid,185,8.77
1467,mountain,steel,257.93,55.2,20.56,other,297,4.73
1468,standard,aluminum,216.21,32.85,24.98,lead acid,232,6.61
1469,road,aluminum,350.68,51.66,21.91,lead acid,206,7.35
1470,folding,steel,355.48,71.88,28.16,li-ion,255,8.81
1471,standard,steel,650.83,59.92,30.2,li-ion,298,5.71
1472,standard,steel,654.13,68.36,24.56,nimh,117,6.47
1473,road,carbon fiber,351.58,65.11,23.5,nimh,349,4.98
1474,mountain,aluminum,579.09,61.6,24.46,li-ion,214,6.5
1475,standard,steel,574.89,66.11,31.46,li-ion,199,6.61
1476,mountain,carbon fiber,596.2,34.46,14.88,li-ion,273,6.52
1477,road,steel,270.54,58.74,30.88,nimh,229,7.92
1478,standard,steel,250.43,76.26,20.23,nimh,207,6.47
1479,mountain,steel,543.07,58.93,30.17,nimh,305,6.44
1480,standard,steel,727.36,44.78,18.97,lead acid,307,8.31
1481,folding,steel,376.19,54.35,20.36,other,350,4.04
1482,standard,carbon fiber,708.15,52.4,27.72,lead acid,205,10.92
1483,mountain,steel,693.15,49.23,26.36,li-ion,261,6.59
1484,folding,steel,592.9,48.57,39.95,li-ion,328,8.17
1485,road,aluminum,694.35,48.22,19.76,lead acid,198,5.97
1486,road,carbon fiber,551.78,63.55,21.87,lead acid,221,5.79
1487,road,aluminum,721.36,69.72,23.9,lead acid,109,6.32
1488,folding,carbon fiber,773.29,78.53,20.88,lead acid,223,10.54
1489,standard,steel,616.01,62.95,25.39,li-ion,226,7.69
1490,road,carbon fiber,518.16,62.76,24.96,lead acid,195,7.39
1491,road,steel,239.32,42.73,30.09,li-ion,279,4.27
1492,mountain,aluminum,304.45,92.75,19.94,lead acid,285,4.08
1493,folding,aluminum,363.88,62.74,31.64,lead acid,340,8.42
1494,folding,carbon fiber,437.72,49.81,33.64,nimh,239,6.84
1495,standard,steel,727.06,56.55,22.78,other,277,7.53
1496,folding,carbon fiber,643.62,66.57,25.96,li-ion,245,9.13
1497,road,steel,465.93,63.09,29.36,nimh,341,7.24
1498,road,carbon fiber,500.15,75.91,20.94,nimh,315,5.95
1499,standard,steel,686.24,53.36,21.56,other,202,6.93
1500,mountain,steel,408.6,55.08,24.94,lead acid,195,7.45
1501,folding,steel,653.23,60.28,23.27,li-ion,381,4.28
1502,standard,steel,253.13,46.72,28.49,li-ion,248,6.25
1503,mountain,carbon fiber,446.42,26.39,20.81,nimh,314,4.83
1504,standard,aluminum,266.63,35.33,23.53,li-ion,314,3.94
1505,mountain,carbon fiber,577.29,64.8,15.31,lead acid,141,6.57
1506,standard,steel,674.24,60.05,20.07,nimh,338,4.94
1507,mountain,aluminum,410.71,55.03,35.48,lead acid,224,3.92
1508,folding,carbon fiber,713.56,76.97,25.63,lead acid,253,5.67
1509,standard,aluminum,382.79,85.9,25.93,nimh,274,5.71
1510,standard,steel,763.38,56.46,20.9,lead acid,332,8.16
1511,road,aluminum,327.56,74.41,23.59,nimh,259,1.71
1512,standard,steel,455.73,26.16,25.36,lead acid,271,5.28
1513,mountain,carbon fiber,546.37,50.91,24.99,nimh,222,6.84
1514,mountain,carbon fiber,413.11,55.7,31.51,nimh,287,6.29
1515,road,steel,479.74,76.67,25.0,nimh,243,7.96
1516,road,carbon fiber,273.24,53.4,10.0,li-ion,229,5.9
1517,standard,steel,532.27,40.59,32.12,lead acid,184,6.22
1518,road,steel,342.57,49.38,32.82,nimh,273,5.73
1519,mountain,aluminum,546.97,44.13,16.39,nimh,193,4.08
1520,standard,aluminum,510.66,75.3,29.89,lead acid,245,8.93
1521,road,aluminum,454.83,66.07,25.14,li-ion,202,3.54
1522,folding,carbon fiber,275.34,42.88,22.83,lead acid,209,4.76
1523,mountain,aluminum,461.43,46.87,22.66,other,285,6.27
1524,mountain,aluminum,711.46,48.07,25.07,lead acid,285,7.64
1525,folding,carbon fiber,736.07,27.31,31.89,other,313,8.75
1526,standard,steel,592.3,66.23,14.87,li-ion,211,7.83
1527,standard,steel,406.5,64.22,21.16,nimh,261,6.23
1528,mountain,aluminum,305.35,57.18,24.95,lead acid,310,5.2
1529,road,carbon fiber,628.01,63.97,31.16,li-ion,175,7.52
1530,road,carbon fiber,323.66,50.19,23.13,lead acid,252,6.35
1531,folding,carbon fiber,496.25,63.56,39.2,nimh,293,6.1
1532,standard,aluminum,647.82,67.41,26.7,nimh,190,5.35
1533,folding,aluminum,346.77,53.03,25.72,li-ion,288,6.41
1534,mountain,aluminum,215.91,60.46,25.0,li-ion,181,5.09
1535,mountain,steel,293.95,28.27,21.25,lead acid,249,5.06
1536,folding,carbon fiber,449.12,78.07,22.22,li-ion,263,6.25
1537,road,steel,317.96,68.93,22.17,nimh,208,6.73
1538,mountain,steel,686.54,47.92,33.37,other,317,7.29
1539,mountain,carbon fiber,279.84,56.14,26.64,nimh,271,5.32
1540,standard,carbon fiber,659.83,58.8,31.83,lead acid,264,5.74
1541,folding,carbon fiber,748.67,65.35,23.87,lead acid,247,9.09
1542,mountain,aluminum,538.57,41.62,33.8,other,295,6.19
1543,standard,aluminum,527.46,44.43,24.46,nimh,223,7.07
1544,standard,aluminum,302.65,58.29,18.58,nimh,200,5.54
1545,mountain,steel,550.58,83.89,18.78,other,182,8.4
1546,standard,steel,556.88,62.26,27.98,li-ion,318,4.96
1547,mountain,carbon fiber,426.01,54.54,28.06,lead acid,260,6.37
1548,folding,carbon fiber,586.59,63.12,25.0,lead acid,223,4.22
1549,mountain,steel,691.95,74.54,28.82,li-ion,279,7.13
1550,road,carbon fiber,417.31,72.51,19.98,nimh,205,4.34
1551,standard,aluminum,504.35,77.98,22.06,li-ion,238,6.78
1552,mountain,steel,377.39,58.3,31.06,lead acid,196,5.27
1553,folding,carbon fiber,530.47,69.23,32.01,nimh,137,5.36
1554,standard,aluminum,349.47,70.8,33.07,lead acid,240,6.28
1555,road,aluminum,286.74,55.45,25.24,other,207,4.44
1556,mountain,steel,444.62,49.77,30.12,lead acid,280,6.27
1557,standard,carbon fiber,600.4,48.85,25.0,lead acid,140,7.89
1558,mountain,aluminum,564.38,47.8,25.2,nimh,298,6.33
1559,mountain,steel,713.26,74.96,29.13,lead acid,278,6.86
1560,mountain,steel,514.26,68.51,28.37,lead acid,301,8.09
1561,mountain,steel,652.93,44.21,25.4,lead acid,292,5.95
1562,road,carbon fiber,414.31,64.14,25.35,li-ion,249,7.72
1563,road,aluminum,255.23,51.14,30.69,lead acid,136,6.66
1564,mountain,steel,553.28,59.85,29.77,nimh,173,8.09
1565,folding,aluminum,636.12,75.79,31.15,nimh,245,8.87
1566,folding,aluminum,464.43,61.99,25.45,lead acid,254,6.05
1567,mountain,steel,430.22,69.46,27.09,li-ion,199,3.48
1568,standard,carbon fiber,470.44,68.0,27.1,li-ion,228,7.1
1569,standard,aluminum,634.02,83.82,26.83,lead acid,221,6.45
1570,standard,carbon fiber,283.44,44.94,29.09,li-ion,318,6.59
1571,road,carbon fiber,230.92,68.88,30.02,nimh,199,6.53
1572,folding,aluminum,416.41,43.09,26.44,nimh,314,8.65
1573,mountain,carbon fiber,277.74,75.26,19.51,nimh,280,7.11
1574,road,steel,404.7,66.4,21.59,lead acid,246,7.42
1575,folding,steel,521.16,50.21,15.32,li-ion,225,5.99
1576,standard,aluminum,716.26,50.3,19.61,li-ion,295,8.58
1577,standard,carbon fiber,685.34,40.55,27.21,lead acid,222,8.03
1578,standard,steel,220.11,46.45,19.71,nimh,191,4.19
1579,standard,aluminum,721.96,71.7,26.91,lead acid,229,10.13
1580,road,steel,292.45,57.84,33.65,li-ion,242,5.83
1581,mountain,steel,523.86,84.6,22.69,lead acid,261,7.2
1582,road,carbon fiber,754.98,25.76,20.2,nimh,255,8.77
1583,road,aluminum,554.78,66.61,21.7,lead acid,329,6.44
1584,standard,aluminum,526.26,21.67,27.21,nimh,142,8.85
1585,mountain,aluminum,665.53,72.27,29.26,li-ion,228,8.35
1586,folding,carbon fiber,433.52,46.01,27.03,li-ion,294,5.54
1587,mountain,steel,489.64,53.72,23.65,nimh,163,7.16
1588,standard,aluminum,620.21,70.43,20.39,lead acid,271,10.15
1589,standard,carbon fiber,369.88,43.63,27.8,nimh,334,5.44
1590,mountain,aluminum,791.0,49.26,39.73,lead acid,276,8.86
1591,folding,aluminum,692.85,62.16,30.87,nimh,161,5.43
1592,standard,carbon fiber,615.11,76.44,24.0,nimh,238,6.41
1593,folding,steel,287.04,53.17,23.0,lead acid,304,5.51
1594,mountain,steel,488.44,42.04,33.02,nimh,183,6.7
1595,mountain,steel,567.98,50.71,28.46,nimh,260,5.31
1596,folding,steel,594.1,79.0,27.04,lead acid,223,6.4
1597,road,aluminum,575.49,62.71,33.56,lead acid,333,4.58
1598,standard,steel,219.81,67.89,31.55,lead acid,269,5.36
1599,mountain,aluminum,797.0,69.73,25.31,nimh,220,5.64
1600,road,steel,659.23,43.92,19.64,lead acid,135,6.31
1601,mountain,carbon fiber,736.67,73.49,22.39,lead acid,249,7.49
1602,standard,carbon fiber,432.92,78.48,22.4,nimh,171,7.14
1603,standard,steel,667.03,63.63,27.52,lead acid,225,7.59
1604,standard,aluminum,465.03,53.22,22.41,lead acid,252,6.42
1605,road,steel,740.57,57.71,31.14,nimh,169,4.42
1606,folding,steel,267.83,63.46,20.12,li-ion,200,6.54
1607,folding,aluminum,630.72,52.5,21.41,li-ion,312,6.0
1608,road,aluminum,200.3,42.86,20.38,nimh,214,4.79
1609,road,aluminum,347.07,70.31,33.17,li-ion,196,8.11
1610,folding,aluminum,471.34,53.22,25.25,lead acid,274,5.95
1611,folding,carbon fiber,624.11,69.28,30.68,nimh,305,5.8
1612,mountain,aluminum,662.83,22.52,15.72,li-ion,281,8.68
1613,mountain,carbon fiber,315.56,70.33,22.45,li-ion,291,7.02
1614,folding,carbon fiber,680.84,62.85,12.84,nimh,287,7.91
1615,folding,steel,247.72,73.41,18.87,li-ion,215,5.6
1616,mountain,aluminum,393.3,58.7,35.56,lead acid,255,4.22
1617,folding,steel,474.04,81.96,19.57,li-ion,251,4.16
1618,road,aluminum,790.4,59.02,20.98,li-ion,288,9.65
1619,folding,steel,239.92,60.1,24.05,lead acid,265,5.45
1620,mountain,carbon fiber,458.43,72.39,22.2,lead acid,199,4.68
1621,standard,steel,341.97,49.75,28.95,li-ion,315,3.91
1622,road,aluminum,463.83,54.37,25.0,nimh,258,5.74
1623,road,aluminum,380.69,81.94,23.52,nimh,301,6.42
1624,standard,carbon fiber,595.0,54.73,29.35,lead acid,249,9.3
1625,folding,carbon fiber,688.64,51.58,19.16,nimh,214,8.79
1626,folding,steel,760.98,45.86,25.62,nimh,172,5.97
1627,mountain,carbon fiber,773.89,66.54,25.69,lead acid,241,7.9
1628,folding,steel,230.02,87.05,30.13,nimh,249,5.62
1629,road,carbon fiber,481.84,57.8,22.32,nimh,203,10.64
1630,folding,steel,299.65,69.17,32.84,li-ion,259,3.74
1631,mountain,aluminum,419.41,47.96,25.24,nimh,294,3.82
1632,standard,aluminum,772.09,77.72,24.51,nimh,241,8.51
1633,mountain,aluminum,422.71,49.14,26.92,lead acid,210,7.12
1634,standard,steel,738.17,58.18,22.53,li-ion,327,8.25
1635,standard,carbon fiber,597.7,57.95,32.7,li-ion,133,9.37
1636,mountain,aluminum,214.71,52.08,15.95,li-ion,337,6.57
1637,mountain,carbon fiber,502.25,60.11,24.96,li-ion,241,5.83
1638,folding,carbon fiber,755.88,71.19,34.5,lead acid,228,6.26
1639,folding,aluminum,641.82,69.78,17.5,other,224,7.32
1640,road,aluminum,730.67,88.62,28.62,lead acid,242,6.07
1641,road,carbon fiber,502.55,55.85,25.17,lead acid,262,4.53
1642,folding,aluminum,232.72,81.75,30.18,nimh,240,3.21
1643,standard,steel,713.86,62.08,19.66,lead acid,211,4.82
1644,mountain,aluminum,611.81,67.56,30.55,lead acid,335,6.96
1645,folding,carbon fiber,276.84,64.78,19.4,li-ion,242,5.29
1646,road,carbon fiber,721.06,39.17,32.53,li-ion,128,4.99
1647,folding,aluminum,317.36,74.79,29.98,nimh,326,5.11
1648,mountain,steel,551.48,73.84,25.38,nimh,242,4.8
1649,standard,carbon fiber,520.56,45.54,25.97,nimh,332,9.46
1650,mountain,aluminum,258.23,78.72,20.51,li-ion,262,5.12
1651,standard,steel,429.01,90.52,26.77,lead acid,342,4.52
1652,mountain,steel,695.25,56.34,24.81,nimh,336,6.7
1653,road,aluminum,785.59,53.75,22.26,nimh,266,10.45
1654,folding,carbon fiber,558.38,65.31,31.1,li-ion,243,7.73
1655,mountain,steel,275.94,75.6,21.15,li-ion,327,5.91
1656,mountain,carbon fiber,265.13,66.06,23.36,lead acid,240,5.34
1657,mountain,steel,798.8,51.32,31.36,lead acid,294,6.72
1658,mountain,carbon fiber,735.47,46.32,22.25,li-ion,359,7.93
1659,folding,steel,288.54,40.99,30.19,li-ion,270,6.46
1660,standard,aluminum,774.19,63.93,21.35,nimh,207,9.54
1661,road,aluminum,220.71,74.75,29.07,li-ion,211,5.07
1662,folding,carbon fiber,478.54,26.45,23.17,nimh,216,7.89
1663,road,carbon fiber,737.57,72.75,13.55,li-ion,292,10.38
1664,road,steel,592.6,68.52,34.85,li-ion,320,10.15
1665,standard,steel,714.76,51.39,31.6,nimh,253,8.16
1666,standard,carbon fiber,352.48,39.43,23.25,li-ion,243,8.31
1667,folding,steel,691.65,62.32,29.18,nimh,264,4.39
1668,standard,carbon fiber,248.02,59.35,25.82,li-ion,270,6.08
1669,mountain,aluminum,614.51,46.29,20.28,lead acid,321,5.36
1670,mountain,carbon fiber,670.04,53.92,23.1,lead acid,278,6.53
1671,road,carbon fiber,445.22,39.92,25.49,li-ion,342,4.51
1672,folding,steel,779.29,82.67,28.0,lead acid,139,7.26
1673,mountain,carbon fiber,576.69,59.48,18.79,nimh,244,4.94
1674,standard,aluminum,669.43,54.57,28.53,lead acid,178,5.88
1675,road,steel,561.38,71.71,16.3,li-ion,321,6.68
1676,road,carbon fiber,762.18,61.47,21.3,nimh,245,9.95
1677,standard,aluminum,539.47,60.14,24.62,li-ion,188,5.11
1678,road,steel,215.31,50.32,32.1,lead acid,299,6.08
1679,standard,carbon fiber,506.75,55.13,17.52,nimh,235,6.15
1680,standard,steel,252.53,73.43,28.68,li-ion,253,6.27
1681,road,steel,507.05,71.8,36.74,lead acid,118,6.38
1682,standard,aluminum,609.7,68.35,27.82,li-ion,208,8.92
1683,road,aluminum,494.45,69.36,20.96,lead acid,238,7.36
1684,folding,steel,710.56,83.54,26.33,li-ion,173,10.25
1685,road,steel,798.5,69.44,16.22,li-ion,221,8.31
1686,road,carbon fiber,251.33,50.06,15.04,lead acid,220,3.34
1687,standard,aluminum,550.88,61.21,20.08,li-ion,248,8.89
1688,road,aluminum,754.68,69.3,26.52,li-ion,123,5.49
1689,mountain,carbon fiber,595.3,58.32,22.8,other,246,5.56
1690,standard,steel,730.37,81.67,24.97,lead acid,193,7.27
1691,standard,aluminum,734.27,74.93,32.07,li-ion,170,7.44
1692,standard,carbon fiber,243.22,54.94,19.85,lead acid,271,4.07
